detected_at,company,title,location,flags,url
2026-09-03T17:53:00.945963+00:00,SpaceX,"Power Electronics Engineer, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8534757002?gh_jid=8534757002
2026-09-03T17:53:00.945963+00:00,SpaceX,Power Systems Engineer,"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8731134002?gh_jid=8731134002
2026-09-03T17:53:00.945963+00:00,SpaceX,Power Systems Engineer (Starship),"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8450056002?gh_jid=8450056002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Process Controls Engineer, Solar Cell Factory (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8672728002?gh_jid=8672728002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Process Engineer, Machinery & Automation","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8659946002?gh_jid=8659946002
2026-09-03T17:53:00.945963+00:00,SpaceX,Product Security Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719856002?gh_jid=8719856002
2026-09-03T17:53:00.945963+00:00,SpaceX,Product Security Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719864002?gh_jid=8719864002
2026-09-03T17:53:00.945963+00:00,SpaceX,Product Security Engineer (Starlink),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719859002?gh_jid=8719859002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Production Engineer, Site Reliability (Application Software)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8649729002?gh_jid=8649729002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Project Engineer, Critical Lift & Transport (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8652831002?gh_jid=8652831002
2026-09-03T17:53:00.945963+00:00,SpaceX,Quality Systems Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8633640002?gh_jid=8633640002
2026-09-03T17:53:00.945963+00:00,SpaceX,RF Software Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8624761002?gh_jid=8624761002
2026-09-03T17:53:00.945963+00:00,SpaceX,RF Software Engineer (Starshield),"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8517637002?gh_jid=8517637002
2026-09-03T17:53:00.945963+00:00,SpaceX,"RF/Microwave Engineer, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8480418002?gh_jid=8480418002
2026-09-03T17:53:00.945963+00:00,SpaceX,"RFIC Engineer, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8697007002?gh_jid=8697007002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Reliability Engineer, Satellite Systems (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8652841002?gh_jid=8652841002
2026-09-03T17:53:00.945963+00:00,SpaceX,Satellite On-Orbit Operations Software Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706537002?gh_jid=8706537002
2026-09-03T17:53:00.945963+00:00,SpaceX,Satellite Systems Software Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8751097002?gh_jid=8751097002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Screen Printing Equipment Engineer, Solar Cells (Starlink)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8653801002?gh_jid=8653801002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8567571002?gh_jid=8567571002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer (Blue Team),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8611050002?gh_jid=8611050002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer (Blue Team),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8611223002?gh_jid=8611223002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer (Detection Engineering),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8650242002?gh_jid=8650242002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer (Embedded & Networking),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8593384002?gh_jid=8593384002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Engineer (Embedded OT),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8593388002?gh_jid=8593388002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Software Engineer (Starlink),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719860002?gh_jid=8719860002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Software Engineer (Starlink),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719865002?gh_jid=8719865002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Software Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8719854002?gh_jid=8719854002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Software Engineer (Starshield),"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8738670002?gh_jid=8738670002
2026-09-03T17:53:00.945963+00:00,SpaceX,Security Software Engineer - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8564158002?gh_jid=8564158002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Signal Integrity Engineer - Serdes, Satellites (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8698729002?gh_jid=8698729002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Signal Integrity Engineer - Serdes, Satellites (Starlink)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8698740002?gh_jid=8698740002
2026-09-03T17:53:00.945963+00:00,SpaceX,Simulation Software Engineer (Application Software),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8488034002?gh_jid=8488034002
2026-09-03T17:53:00.945963+00:00,SpaceX,Site Reliability Engineer (Application Software),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8646146002?gh_jid=8646146002
2026-09-03T17:53:00.945963+00:00,SpaceX,Site Reliability Engineer (Raptor) ,"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8633999002?gh_jid=8633999002
2026-09-03T17:53:00.945963+00:00,SpaceX,Site Reliability Engineer (Top Secret Clearance),"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8601223002?gh_jid=8601223002
2026-09-03T17:53:00.945963+00:00,SpaceX,Site Reliability Engineer - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8362795002?gh_jid=8362795002
2026-09-03T17:53:00.945963+00:00,SpaceX,Site Reliability Engineer — HPC & Automation (Silicon Engineering),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8614963002?gh_jid=8614963002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Site Reliability Engineer, GNC","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8527730002?gh_jid=8527730002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Site Reliability Engineer, Kubernetes Platform (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8597455002?gh_jid=8597455002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Site Reliability Engineer, Kubernetes Platform (Starshield)","Redmond, WA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8597472002?gh_jid=8597472002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer,"McGregor, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8563110002?gh_jid=8563110002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer,"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8726545002?gh_jid=8726545002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer,"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8756081002?gh_jid=8756081002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Application Software),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8731256002?gh_jid=8731256002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Components),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8557032002?gh_jid=8557032002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Flight Reliability),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8512876002?gh_jid=8512876002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Sunnyvale, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8558858002?gh_jid=8558858002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8558857002?gh_jid=8558857002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8495882002?gh_jid=8495882002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8558859002?gh_jid=8558859002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8560537002?gh_jid=8560537002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Platform Team),"Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8560546002?gh_jid=8560546002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Special Projects) - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8568970002?gh_jid=8568970002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starfall),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8642274002?gh_jid=8642274002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink Enterprise),"Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8586637002?gh_jid=8586637002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink Mobile),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8568939002?gh_jid=8568939002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink Mobile) ,"Sunnyvale, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8567634002?gh_jid=8567634002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8706510002?gh_jid=8706510002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8525359002?gh_jid=8525359002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink),"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8584271002?gh_jid=8584271002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink) ,"Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8569790002?gh_jid=8569790002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starlink/Akoustis),"Canandaigua, NY ",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8696779002?gh_jid=8696779002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starshield),"Redmond, WA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8501199002?gh_jid=8501199002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starshield),"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8605075002?gh_jid=8605075002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starshield) - Top Secret Clearance,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8621649002?gh_jid=8621649002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starship),"Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8569125002?gh_jid=8569125002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer (Starship),"Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8569160002?gh_jid=8569160002
2026-09-03T17:53:00.945963+00:00,SpaceX,Software Engineer - Simulation & Flight Systems,"Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8735368002?gh_jid=8735368002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, AI Satellites (Starmind)","Bastrop, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8676015002?gh_jid=8676015002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Applied AI (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637712002?gh_jid=8637712002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Backend (C/C++)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8672397002?gh_jid=8672397002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Beam Planning (Starlink)   ","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578907002?gh_jid=8578907002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Beam Planning (Starlink)   ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578929002?gh_jid=8578929002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ (Dragon)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8601802002?gh_jid=8601802002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ (Raptor) ","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8598038002?gh_jid=8598038002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ (Simulations)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8603609002?gh_jid=8603609002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ (Starlink)","Sunnyvale, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8451960002?gh_jid=8451960002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8477124002?gh_jid=8477124002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, C++ Simulations (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8682197002?gh_jid=8682197002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, CDN (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8632172002?gh_jid=8632172002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, CDN (Starlink)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8656579002?gh_jid=8656579002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, CDN (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8756159002?gh_jid=8756159002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Collision Avoidance (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8749208002?gh_jid=8749208002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Components (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8625617002?gh_jid=8625617002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Components Test (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8625615002?gh_jid=8625615002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Continuous Integration (Starship)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8533853002?gh_jid=8533853002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Continuous Integration (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8533859002?gh_jid=8533859002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Data (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8631217002?gh_jid=8631217002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Data - Top Secret Clearance (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8640537002?gh_jid=8640537002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Design Engineering (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637713002?gh_jid=8637713002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Design Software (Starship)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8466905002?gh_jid=8466905002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Design Software (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8466837002?gh_jid=8466837002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, DevOps (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8573204002?gh_jid=8573204002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Development Test (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8532395002?gh_jid=8532395002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Embedded Software (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8752598002?gh_jid=8752598002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Embedded Software (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8436708002?gh_jid=8436708002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Engineering Simulation & Automation (Vehicle Engineering)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8559054002?gh_jid=8559054002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Flight Software (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8752581002?gh_jid=8752581002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Flight Software (Starship)","Starbase, TX",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8562284002?gh_jid=8562284002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Flight Software (Starship)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8562450002?gh_jid=8562450002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Flight Software C++ (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8593183002?gh_jid=8593183002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, HITL - Top Secret Clearance","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8749210002?gh_jid=8749210002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, High Performance Computing","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8621463002?gh_jid=8621463002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, High Performance Computing (Starlink)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578909002?gh_jid=8578909002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, High Performance Computing (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578931002?gh_jid=8578931002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Inference (AI Data Engineering)","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8717350002?gh_jid=8717350002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Low Latency Computing (Starlink)   ","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578910002?gh_jid=8578910002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Low Latency Computing (Starlink)   ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8578923002?gh_jid=8578923002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Mobile Apps (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637756002?gh_jid=8637756002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Network Observability (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8577262002?gh_jid=8577262002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Platform / Infrastructure (Starlink) ","Palo Alto, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8632322002?gh_jid=8632322002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Power Optimization (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8647459002?gh_jid=8647459002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Product Development (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8436728002?gh_jid=8436728002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Product Development (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8621621002?gh_jid=8621621002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Satellite Systems (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8621508002?gh_jid=8621508002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Simulation","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8695142002?gh_jid=8695142002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Simulations (Application Software)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8487534002?gh_jid=8487534002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Site Reliability Engineering (Application Software)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8647095002?gh_jid=8647095002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Starlink Enterprise Products (Space Lasers)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8715839002?gh_jid=8715839002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Starlink Network","Sunnyvale, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8458001002?gh_jid=8458001002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Starlink Network","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8477137002?gh_jid=8477137002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Starlink UX (Starlink) ","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637755002?gh_jid=8637755002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Telemetry (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8631930002?gh_jid=8631930002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Telemetry (Starlink)","Redmond, WA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8656526002?gh_jid=8656526002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Telemetry - Top Secret Clearance (Starlink)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8656274002?gh_jid=8656274002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Test Infrastructure (Application Software)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8585072002?gh_jid=8585072002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Test Infrastructure (C/C++)","Hawthorne, CA",🇺🇸 US citizenship required,https://boards.greenhouse.io/spacex/jobs/8637049002?gh_jid=8637049002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Tracking (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8749199002?gh_jid=8749199002
2026-09-03T17:53:00.945963+00:00,SpaceX,"Software Engineer, Vehicle Operations (Starshield)","Hawthorne, CA",🇺🇸 US citizenship required 🔒 clearance required,https://boards.greenhouse.io/spacex/jobs/8609228002?gh_jid=8609228002
